Serial_No,Constituency_ No.,Constituency_Name,Total_Electors,Candidate_Name,Gender,Age,Category,Party,Symbol,General_Votes,Postal_Votes,Total_Votes,Percent_Valid_Votes,Percent_Total_Electors
3,62, CHENGAM (SC) ,269423,M.p.giri,MALE,51,SC,DMK,Rising sun,69497,849,70346,28.96,26.11
4,62, CHENGAM (SC) ,269423,J.shoba,FEMALE,31,SC,NTK,Carrying,6249,86,6335,2.61,2.35
6,62, CHENGAM (SC) ,269423,C Selvan,MALE,46,SC,RPPRINAT,Ganna kisan,871,24,895,0.37,0.33
7,62, CHENGAM (SC) ,269423,A.bharathi,MALE,34,SC,IND,Tea filter,399,1,400,0.16,0.15
8,62, CHENGAM (SC) ,269423,K.velu,MALE,35,SC,IND,Binoculars,393,1,394,0.16,0.15
9,62, CHENGAM (SC) ,269423,A Poongodi,FEMALE,35,SC,IND,Bricks,197,0,197,0.08,0.07
10,62, CHENGAM (SC) ,269423,A.chidambaram,MALE,42,SC,IND,Sitar,172,1,173,0.07,0.06
11,62, CHENGAM (SC) ,269423,M.raman Masilamani,MALE,63,SC,IND,Room cooler,156,0,156,0.06,0.06
12,62, CHENGAM (SC) ,269423,K Manikandan,MALE,30,SC,MSKK,T.V. Remote,149,0,149,0.06,0.06
14,62, CHENGAM (SC) ,269423,P.selvam,MALE,47,SC,IND,Gas cylinder,93,27,120,0.05,0.04
15,62, CHENGAM (SC) ,269423,C.malathi,FEMALE,39,SC,tavk,Camera,82,2,84,0.03,0.03
16,62, CHENGAM (SC) ,269423,D Dhilipkumar,MALE,28,SC,IND,Scissors,58,13,71,0.03,0.03
1,63, TIRUVANNAMALAI ,250026,Velu. E.v,MALE,76,GENERAL,DMK,Rising sun,87271,1002,88273,40.11,35.31
2,63, TIRUVANNAMALAI ,250026,Arul Arumugam,MALE,43,GENERAL,TVK,Whistle,85172,646,85818,39,34.32
3,63, TIRUVANNAMALAI ,250026,Elumalai. C,MALE,67,GENERAL,BJP,Lotus,33809,471,34280,15.58,13.71
4,63, TIRUVANNAMALAI ,250026,Vignesh. S,MALE,33,GENERAL,NTK,Carrying,5930,81,6011,2.73,2.4
6,63, TIRUVANNAMALAI ,250026,Benny Rajan. C.j,MALE,47,GENERAL,RPPRINAT,Ganna kisan,611,16,627,0.28,0.25
7,63, TIRUVANNAMALAI ,250026,Salam .m,MALE,71,GENERAL,IND,Diamond,474,0,474,0.22,0.19
9,63, TIRUVANNAMALAI ,250026,Arul. K,MALE,39,GENERAL,IND,Tea filter,323,2,325,0.15,0.13
10,63, TIRUVANNAMALAI ,250026,Kothandapani. B,MALE,48,SC,IND,Scissors,284,0,284,0.13,0.11
11,63, TIRUVANNAMALAI ,250026,Raj. S,MALE,52,SC,BSP,Elephant,281,0,281,0.13,0.11
14,63, TIRUVANNAMALAI ,250026,Palani. N,MALE,58,GENERAL,IND,Television,219,0,219,0.1,0.09
16,63, TIRUVANNAMALAI ,250026,Adhithya Palanisamy. A,MALE,40,GENERAL,IND,Helmet,188,0,188,0.09,0.08
17,63, TIRUVANNAMALAI ,250026,Arul Anand. V,MALE,48,GENERAL,IND,Kettle,168,1,169,0.08,0.07
21,63, TIRUVANNAMALAI ,250026,Malli. S,FEMALE,30,GENERAL,tavk,Camera,121,1,122,0.06,0.05
25,63, TIRUVANNAMALAI ,250026,Velu. V,MALE,39,GENERAL,ACDP,Jackfruit,80,1,81,0.04,0.03
26,63, TIRUVANNAMALAI ,250026,Maheswari. R,FEMALE,50,GENERAL,IND,Chess board,76,1,77,0.03,0.03
27,63, TIRUVANNAMALAI ,250026,Venkatesan. M,MALE,43,SC,IND,Brush,66,0,66,0.03,0.03
28,63, TIRUVANNAMALAI ,250026,Marikkannu. E,MALE,33,ST,IND,Funnel,61,0,61,0.03,0.02
29,63, TIRUVANNAMALAI ,250026,Anbalagan. M,MALE,63,GENERAL,IND,Belt,58,1,59,0.03,0.02
30,63, TIRUVANNAMALAI ,250026,Velu. K,MALE,42,GENERAL,IND,Bench,57,1,58,0.03,0.02
31,63, TIRUVANNAMALAI ,250026,Moorthy. P,MALE,42,GENERAL,IND,Bat,42,0,42,0.02,0.02
1,64, KILPENNATHUR ,241209,Ramachandran.s,MALE,65,GENERAL,ADMK,Two leaves,89434,1069,90503,41.18,37.52
2,64, KILPENNATHUR ,241209,Pitchandi.k,MALE,71,GENERAL,DMK,Rising sun,59157,881,60038,27.32,24.89
3,64, KILPENNATHUR ,241209,Raja.d,MALE,33,GENERAL,TVK,Whistle,58767,363,59130,26.9,24.51
4,64, KILPENNATHUR ,241209,Loganathan.v,MALE,40,GENERAL,NTK,Carrying,6092,92,6184,2.81,2.56
6,64, KILPENNATHUR ,241209,Pichandi.d,MALE,61,GENERAL,IND,Bread,533,0,533,0.24,0.22
8,64, KILPENNATHUR ,241209,Pichandi.v,MALE,60,GENERAL,IND,Tiller,302,0,302,0.14,0.13
9,64, KILPENNATHUR ,241209,Rajasekar.p,MALE,41,GENERAL,tavk,Camera,294,1,295,0.13,0.12
10,64, KILPENNATHUR ,241209,Dhilipkumar.d,MALE,28,SC,IND,Scissors,257,3,260,0.12,0.11
11,64, KILPENNATHUR ,241209,Janakiraman.r,MALE,61,GENERAL,AJPK,Gas cylinder,226,2,228,0.1,0.09
12,64, KILPENNATHUR ,241209,Rajkumar.r,MALE,38,GENERAL,IND,Diamond,179,0,179,0.08,0.07
14,64, KILPENNATHUR ,241209,Sampathraj.m,MALE,46,GENERAL,IND,Capsicum,151,4,155,0.07,0.06
15,64, KILPENNATHUR ,241209,Suryaprakash.s,MALE,34,GENERAL,IND,racket &,144,2,146,0.07,0.06
16,64, KILPENNATHUR ,241209,Rajasekar.i,MALE,34,GENERAL,IND,Road roller,143,0,143,0.07,0.06
17,64, KILPENNATHUR ,241209,Lokeshwaran.r,MALE,27,GENERAL,ACDP,Water melon,129,1,130,0.06,0.05
18,64, KILPENNATHUR ,241209,Santhoshkumar.e,MALE,35,SC,IND,Cot,75,1,76,0.03,0.03
19,64, KILPENNATHUR ,241209,Ramachandran.k,MALE,47,GENERAL,IND,Cauliflower,56,9,65,0.03,0.03
20,64, KILPENNATHUR ,241209,Sasikumar.s,MALE,49,GENERAL,IND,Balloon,52,10,62,0.03,0.03
21,64, KILPENNATHUR ,241209,Murugan.m,MALE,53,GENERAL,IND,T.V. Remote,47,0,47,0.02,0.02
22,64, KILPENNATHUR ,241209,Athiyamaan.m,MALE,33,GENERAL,IND,Batsman,44,1,45,0.02,0.02
23,64, KILPENNATHUR ,241209,Ramachandran.k,MALE,55,GENERAL,IND,Gas Stove,33,0,33,0.02,0.01
24,64, KILPENNATHUR ,241209,Ramachandiran.r,MALE,35,SC,IND,Cake,27,0,27,0.01,0.01
1,65, KALASAPAKKAM ,233595,Agri Krishnamurthy. S S,MALE,66,GENERAL,ADMK,Two leaves,88576,1053,89629,41.86,38.37
2,65, KALASAPAKKAM ,233595,Saravanan. P.s.t,MALE,57,GENERAL,DMK,Rising sun,62130,759,62889,29.37,26.92
3,65, KALASAPAKKAM ,233595,Elumalai. P,MALE,34,GENERAL,TVK,Whistle,51091,575,51666,24.13,22.12
4,65, KALASAPAKKAM ,233595,Seetha Sivanandam. P,FEMALE,36,GENERAL,NTK,Carrying,5173,139,5312,2.48,2.27
5,65, KALASAPAKKAM ,233595,Santhakumaran. A,MALE,44,ST,IND,Cot,686,11,697,0.33,0.3
6,65, KALASAPAKKAM ,233595,Deiveegan. P,MALE,50,GENERAL,IND,Almirah,654,0,654,0.31,0.28
7,65, KALASAPAKKAM ,233595,Krishnamurthy. R,MALE,63,GENERAL,IND,Peas,575,1,576,0.27,0.25
8,65, KALASAPAKKAM ,233595,Balaji. P,MALE,53,GENERAL,IND,Water tank,433,0,433,0.2,0.19
13,65, KALASAPAKKAM ,233595,Kothandapani. B,MALE,48,SC,IND,Scissors,173,2,175,0.08,0.07
14,65, KALASAPAKKAM ,233595,Raja. N,MALE,52,GENERAL,IND,Lady finger,152,4,156,0.07,0.07
15,65, KALASAPAKKAM ,233595,Manikandan. K,MALE,29,GENERAL,IND,Jackfruit,145,2,147,0.07,0.06
16,65, KALASAPAKKAM ,233595,Krishnamurthy. M,MALE,54,GENERAL,IND,Peanuts,105,0,105,0.05,0.04
17,65, KALASAPAKKAM ,233595,Saravanan. V,MALE,39,SC,tavk,Camera,91,11,102,0.05,0.04
18,65, KALASAPAKKAM ,233595,Suman. M,MALE,43,GENERAL,AJPK,Gas cylinder,87,4,91,0.04,0.04
19,65, KALASAPAKKAM ,233595,Baskaran. R,MALE,52,GENERAL,IND,Well,75,0,75,0.04,0.03
21,65, KALASAPAKKAM ,233595,Elumalai. S,MALE,46,GENERAL,IND,Electric pole,45,1,46,0.02,0.02
22,65, KALASAPAKKAM ,233595,Elumalai. T,MALE,61,GENERAL,IND,Bucket,37,0,37,0.02,0.02
1,66, POLUR ,235091,Abishek. R,MALE,30,GENERAL,TVK,Whistle,67203,758,67961,32.1,28.91
2,66, POLUR ,235091,Saravanan. P,MALE,51,GENERAL,DMDK,Nagara,66907,827,67734,31.99,28.81
3,66, POLUR ,235091,Baskaran. C. R,MALE,64,GENERAL,PMK,Mango,60516,928,61444,29.02,26.14
4,66, POLUR ,235091,Umadevi. A,FEMALE,42,GENERAL,NTK,Carrying,6270,155,6425,3.03,2.73
5,66, POLUR ,235091,Purusothaman. M,MALE,43,GENERAL,IND,Television,1674,0,1674,0.79,0.71
6,66, POLUR ,235091,Dhavamani. P,MALE,56,GENERAL,ACDP,Jackfruit,1322,6,1328,0.63,0.56
8,66, POLUR ,235091,Baskaran. C,MALE,50,GENERAL,IND,Water melon,905,3,908,0.43,0.39
9,66, POLUR ,235091,Banupriya. D,FEMALE,43,SC,RPPRINAT,Ganna kisan,847,22,869,0.41,0.37
11,66, POLUR ,235091,Subha. A,FEMALE,40,GENERAL,IND,Diamond,422,3,425,0.2,0.18
13,66, POLUR ,235091,Manikandan. R,MALE,38,GENERAL,AJPK,Gas cylinder,317,2,319,0.15,0.14
14,66, POLUR ,235091,Syed Mukram. R. N,MALE,39,GENERAL,tavk,Camera,244,7,251,0.12,0.11
16,66, POLUR ,235091,Saravanan. M,MALE,40,GENERAL,IND,Pan,135,3,138,0.07,0.06
1,67, ARANI ,256474,Jayasudha. L,FEMALE,51,GENERAL,ADMK,Two leaves,75881,854,76735,33.34,29.92
3,67, ARANI ,256474,Venkatesh Kumar. D,MALE,49,GENERAL,TVK,Whistle,70191,666,70857,30.79,27.63
4,67, ARANI ,256474,Dhavamani. R,FEMALE,34,GENERAL,NTK,Carrying,6722,166,6888,2.99,2.69
6,67, ARANI ,256474,Baskaran. S,MALE,47,GENERAL,IND,Envelope,423,1,424,0.18,0.17
7,67, ARANI ,256474,Dhamotharan. M,MALE,44,GENERAL,IND,Peas,387,0,387,0.17,0.15
10,67, ARANI ,256474,Kalaimani. V,MALE,45,GENERAL,AJPK,Gas cylinder,288,4,292,0.13,0.11
12,67, ARANI ,256474,Saravanan. S,MALE,52,GENERAL,IND,Sitar,228,1,229,0.1,0.09
13,67, ARANI ,256474,Silambarasan. C,MALE,36,SC,IND,Electric pole,202,0,202,0.09,0.08
14,67, ARANI ,256474,Sakthivel. S,MALE,38,GENERAL,IND,Petrol pump,171,13,184,0.08,0.07
15,67, ARANI ,256474,Sethurama Sasthri. G,MALE,46,SC,IND,Bucket,178,0,178,0.08,0.07
18,67, ARANI ,256474,Suresh. S,MALE,36,GENERAL,tavk,Camera,131,12,143,0.06,0.06
19,67, ARANI ,256474,Mahalakshmi. G,FEMALE,33,GENERAL,IND,Capsicum,115,2,117,0.05,0.05
20,67, ARANI ,256474,Ammu. V,FEMALE,52,SC,IND,Scissors,100,4,104,0.05,0.04
21,67, ARANI ,256474,Jayanthi. M,FEMALE,52,GENERAL,IND,Lady finger,89,1,90,0.04,0.04
23,67, ARANI ,256474,Jayanthi. E,FEMALE,44,GENERAL,IND,Tiller,59,1,60,0.03,0.02
24,67, ARANI ,256474,Venkatesan. P,MALE,42,SC,IND,Pan,53,0,53,0.02,0.02
25,67, ARANI ,256474,Vinoth. A,MALE,33,GENERAL,IND,Grapes,47,1,48,0.02,0.02
1,68, CHEYYAR ,240008,Mukkur N. Subramanian,MALE,67,GENERAL,ADMK,Two leaves,85939,741,86680,38.95,36.12
2,68, CHEYYAR ,240008,Dusi K Mohan,MALE,68,GENERAL,TVK,Whistle,65217,382,65599,29.47,27.33
3,68, CHEYYAR ,240008,Jothi. O,MALE,55,GENERAL,DMK,Rising sun,59231,663,59894,26.91,24.96
4,68, CHEYYAR ,240008,Tamilselvan. M,MALE,25,GENERAL,NTK,Carrying,6941,102,7043,3.16,2.93
8,68, CHEYYAR ,240008,Durugan. M,MALE,58,SC,VBA,Diamond,333,1,334,0.15,0.14
9,68, CHEYYAR ,240008,Arjunan. M,MALE,50,SC,IND,Scissors,320,0,320,0.14,0.13
10,68, CHEYYAR ,240008,Srinivasan. K,MALE,46,GENERAL,AJPK,Gas cylinder,257,2,259,0.12,0.11
11,68, CHEYYAR ,240008,Venkatesan. V,MALE,70,GENERAL,ANSMK,Tooth brush,224,0,224,0.1,0.09
12,68, CHEYYAR ,240008,Palani. M,MALE,41,GENERAL,tavk,Camera,159,23,182,0.08,0.08
13,68, CHEYYAR ,240008,Ragupathi. S,MALE,58,GENERAL,ACDP,Water melon,124,21,145,0.07,0.06
14,68, CHEYYAR ,240008,Chandrasekaran. M,MALE,48,GENERAL,AIJYMKG,Mixee,143,2,145,0.07,0.06
1,69, VANDAVASI (SC) ,213574,Ambethkumar. S,MALE,49,SC,DMK,Rising sun,63011,794,63805,33.37,29.87
2,69, VANDAVASI (SC) ,213574,Rani. P,FEMALE,54,SC,ADMK,Two leaves,59842,630,60472,31.63,28.31
3,69, VANDAVASI (SC) ,213574,Udhayakumar. M,MALE,32,SC,TVK,Whistle,57810,364,58174,30.43,27.24
4,69, VANDAVASI (SC) ,213574,Ganesh. R,MALE,42,SC,NTK,Carrying,5422,73,5495,2.87,2.57
6,69, VANDAVASI (SC) ,213574,Rani. A,FEMALE,53,SC,IND,Peas,672,2,674,0.35,0.32
8,69, VANDAVASI (SC) ,213574,Ponnambalam. P,MALE,56,SC,IND,Gas Stove,262,0,262,0.14,0.12
9,69, VANDAVASI (SC) ,213574,Thamarai Selvi. S,FEMALE,38,SC,tavk,Camera,248,4,252,0.13,0.12
10,69, VANDAVASI (SC) ,213574,Udhayakumar. N,MALE,36,SC,IND,Tooth brush,160,27,187,0.1,0.09
11,69, VANDAVASI (SC) ,213574,Muthuperumal. K,MALE,33,SC,AJPK,Gas cylinder,121,3,124,0.06,0.06
12,69, VANDAVASI (SC) ,213574,Kanniyappan. S,MALE,56,SC,IND,Saw,117,4,121,0.06,0.06
13,69, VANDAVASI (SC) ,213574,Muthuselvam. V,MALE,38,SC,ACDP,Tiller,112,1,113,0.06,0.05
15,69, VANDAVASI (SC) ,213574,Rakesh Sharma. R,MALE,37,SC,TK,Matchbox,61,0,61,0.03,0.03
16,69, VANDAVASI (SC) ,213574,Arjunan. M,MALE,50,SC,IND,Scissors,41,0,41,0.02,0.02
1,70, GINGEE ,242992,Ganeshkumar A,MALE,41,GENERAL,PMK,Mango,77324,877,78201,36.1,32.18
2,70, GINGEE ,242992,Gingee Masthan K S,MALE,70,GENERAL,DMK,Rising sun,64795,761,65556,30.26,26.98
3,70, GINGEE ,242992,Chandrasekaran B,MALE,41,GENERAL,TVK,Whistle,61209,400,61609,28.44,25.35
4,70, GINGEE ,242992,Advocate Krishnan E,MALE,36,GENERAL,NTK,Carrying,6296,75,6371,2.94,2.62
6,70, GINGEE ,242992,Ramesh R,MALE,30,GENERAL,IND,Ship,483,0,483,0.22,0.2
7,70, GINGEE ,242992,Munusamy A,MALE,65,SC,IND,Television,435,0,435,0.2,0.18
8,70, GINGEE ,242992,Sakthivel A,MALE,45,SC,TK,Matchbox,431,1,432,0.2,0.18
9,70, GINGEE ,242992,Prabakaran M,MALE,55,GENERAL,IND,Water melon,431,0,431,0.2,0.18
10,70, GINGEE ,242992,Rasanayagam N,MALE,55,GENERAL,tavk,Camera,415,5,420,0.19,0.17
11,70, GINGEE ,242992,Poyyathappan K,MALE,58,GENERAL,IND,Gramophone,411,0,411,0.19,0.17
12,70, GINGEE ,242992,Rangarajan E,MALE,45,SC,BSP,Elephant,379,2,381,0.18,0.16
13,70, GINGEE ,242992,Devendiran M,MALE,35,SC,IND,Tyres,319,0,319,0.15,0.13
14,70, GINGEE ,242992,Perumal N,MALE,56,GENERAL,AJPK,Gas cylinder,280,5,285,0.13,0.12
15,70, GINGEE ,242992,Thanigaimalai R,MALE,56,GENERAL,ACDP,Tiller,174,0,174,0.08,0.07
16,70, GINGEE ,242992,Sridhar G,MALE,43,GENERAL,IND,Capsicum,160,0,160,0.07,0.07
17,70, GINGEE ,242992,Mohan A,MALE,54,GENERAL,IND,Balloon,153,0,153,0.07,0.06
19,70, GINGEE ,242992,Gokulraj S,MALE,29,GENERAL,IND,Grapes,105,8,113,0.05,0.05
20,70, GINGEE ,242992,Banukumar R,MALE,43,GENERAL,IND,Bucket,82,0,82,0.04,0.03
1,71, MAILAM ,209098,Shanmugam C Ve,MALE,61,GENERAL,ADMK,Two leaves,81436,917,82353,43.52,39.38
2,71, MAILAM ,209098,Vijay Niranjan A,MALE,28,GENERAL,TVK,Whistle,51983,329,52312,27.65,25.02
3,71, MAILAM ,209098,Venkatesan L,MALE,58,GENERAL,DMDK,Nagara,45726,541,46267,24.45,22.13
4,71, MAILAM ,209098,Vidjaivikram S,MALE,37,GENERAL,NTK,Carrying,4341,42,4383,2.32,2.1
5,71, MAILAM ,209098,Siva S,MALE,50,SC,IND,Computer,551,1,552,0.29,0.26
6,71, MAILAM ,209098,Gopu V S,MALE,46,GENERAL,IND,Bat,536,1,537,0.28,0.26
7,71, MAILAM ,209098,Ranjith Kumar M,MALE,31,SC,BSP,Elephant,361,4,365,0.19,0.17
8,71, MAILAM ,209098,Ranjitha V,FEMALE,34,GENERAL,IND,Ship,356,1,357,0.19,0.17
9,71, MAILAM ,209098,Vinoth R,MALE,37,GENERAL,TK,Matchbox,332,0,332,0.18,0.16
11,71, MAILAM ,209098,Ayyanar N,MALE,53,GENERAL,ACDP,Jackfruit,263,1,264,0.14,0.13
13,71, MAILAM ,209098,Krishnamurthy K,MALE,43,GENERAL,IND,Diamond,198,0,198,0.1,0.09
15,71, MAILAM ,209098,Anandhababu M,MALE,40,GENERAL,tavk,Camera,120,1,121,0.06,0.06
16,71, MAILAM ,209098,Vijayaganth K,MALE,39,GENERAL,IND,Grapes,97,0,97,0.05,0.05
17,71, MAILAM ,209098,Manavalan A,MALE,40,SC,AMGRDMK,Pan,92,1,93,0.05,0.04
18,71, MAILAM ,209098,Karvannan K,MALE,38,GENERAL,IND,Electric pole,91,1,92,0.05,0.04
19,71, MAILAM ,209098,Suresh Kumar S,MALE,47,SC,INKK,Gas cylinder,81,1,82,0.04,0.04
21,71, MAILAM ,209098,Purushothaman K,MALE,34,GENERAL,DMSK,Mike,46,1,47,0.02,0.02
22,71, MAILAM ,209098,Divya P,FEMALE,32,GENERAL,NIDP,Spanner,26,0,26,0.01,0.01
1,72, TINDIVANAM (SC) ,219300,Vanni Arasu,MALE,55,SC,VCK,Pot,63094,739,63833,32.56,29.11
2,72, TINDIVANAM (SC) ,219300,Arjunan. P,MALE,56,SC,ADMK,Two leaves,62325,774,63099,32.19,28.77
3,72, TINDIVANAM (SC) ,219300,Sakthivel. S,MALE,45,SC,TVK,Whistle,60836,323,61159,31.2,27.89
4,72, TINDIVANAM (SC) ,219300,Pachimuthu. P,MALE,34,SC,NTK,Carrying,5205,37,5242,2.67,2.39
6,72, TINDIVANAM (SC) ,219300,Vinoth. S,MALE,44,SC,IND,Bucket,433,2,435,0.22,0.2
7,72, TINDIVANAM (SC) ,219300,Venkatachalapathy. A,MALE,56,SC,BSP,Elephant,420,2,422,0.22,0.19
8,72, TINDIVANAM (SC) ,219300,Viswanathan. S.a,MALE,49,SC,IND,Diamond,208,0,208,0.11,0.09
9,72, TINDIVANAM (SC) ,219300,Mohan. A,MALE,44,SC,MSK,Bat,198,3,201,0.1,0.09
10,72, TINDIVANAM (SC) ,219300,Pon.sivakumar,MALE,51,SC,IND,Gas cylinder,196,3,199,0.1,0.09
11,72, TINDIVANAM (SC) ,219300,Devakumaran. E,MALE,33,SC,IND,Kettle,197,1,198,0.1,0.09
12,72, TINDIVANAM (SC) ,219300,Chandaran. A,MALE,41,SC,IND,Ship,99,0,99,0.05,0.05
13,72, TINDIVANAM (SC) ,219300,Durkali. N,MALE,36,SC,IND,Toffees,69,9,78,0.04,0.04
14,72, TINDIVANAM (SC) ,219300,Vanjinathan. C,MALE,49,SC,tavk,Camera,72,2,74,0.04,0.03
15,72, TINDIVANAM (SC) ,219300,Ramneshwaran. V,MALE,38,SC,TK,Matchbox,65,0,65,0.03,0.03
1,73, VANUR (SC) ,209885,Gowtham D,MALE,32,SC,DMK,Rising sun,68418,455,68873,35.85,32.81
2,73, VANUR (SC) ,209885,Suresh P,MALE,41,SC,TVK,Whistle,61589,250,61839,32.19,29.46
3,73, VANUR (SC) ,209885,Murugan P,MALE,58,SC,ADMK,Two leaves,53839,354,54193,28.21,25.82
4,73, VANUR (SC) ,209885,Karikalan B,MALE,28,SC,NTK,Carrying,4654,43,4697,2.44,2.24
5,73, VANUR (SC) ,209885,Vetrivel G,MALE,34,SC,IND,Sitar,571,1,572,0.3,0.27
7,73, VANUR (SC) ,209885,Sakthivel S,MALE,51,SC,tavk,Camera,283,2,285,0.15,0.14
8,73, VANUR (SC) ,209885,Vinayagamoorthy M,MALE,39,SC,BSP,Elephant,265,0,265,0.14,0.13
9,73, VANUR (SC) ,209885,Radhika S,FEMALE,33,SC,IND,Balloon,197,0,197,0.1,0.09
10,73, VANUR (SC) ,209885,Sathyaraman P,MALE,43,SC,IND,Diamond,172,0,172,0.09,0.08
11,73, VANUR (SC) ,209885,Sivakumar R,MALE,50,SC,IND,Scissors,111,1,112,0.06,0.05
12,73, VANUR (SC) ,209885,Anandakumar P M,MALE,36,SC,TK,Matchbox,95,0,95,0.05,0.05
13,73, VANUR (SC) ,209885,Ayyanar E,MALE,40,SC,IND,Chappals,93,0,93,0.05,0.04
14,73, VANUR (SC) ,209885,Murali M,MALE,44,SC,IND,Electric pole,83,0,83,0.04,0.04
16,73, VANUR (SC) ,209885,Thangarasu N,MALE,41,SC,IND,Ship,56,0,56,0.03,0.03
1,74, VILUPPURAM ,245994,Lakshmanan R,MALE,54,GENERAL,DMK,Rising sun,72041,941,72982,33.88,29.67
2,74, VILUPPURAM ,245994,Mohanraj N,MALE,42,GENERAL,TVK,Whistle,68287,576,68863,31.97,27.99
3,74, VILUPPURAM ,245994,Vijayasureshbabu,FEMALE,54,GENERAL,ADMK,Two leaves,63118,690,63808,29.62,25.94
4,74, VILUPPURAM ,245994,Abinaya Ponnivalavan,FEMALE,30,GENERAL,NTK,Carrying,5690,96,5786,2.69,2.35
6,74, VILUPPURAM ,245994,Kumaran R,MALE,52,GENERAL,tavk,Camera,437,3,440,0.2,0.18
7,74, VILUPPURAM ,245994,Murugan S,MALE,46,SC,BSP,Elephant,386,4,390,0.18,0.16
8,74, VILUPPURAM ,245994,Mohamed Ali Jinna M,MALE,60,GENERAL,IND,Peas,282,0,282,0.13,0.11
10,74, VILUPPURAM ,245994,Lakshmanan R,MALE,58,GENERAL,IND,Cake,243,0,243,0.11,0.1
12,74, VILUPPURAM ,245994,Lakshmanan R,MALE,46,GENERAL,IND,Gas cylinder,175,0,175,0.08,0.07
15,74, VILUPPURAM ,245994,Lakshmanan K,MALE,43,GENERAL,IND,Diamond,148,0,148,0.07,0.06
17,74, VILUPPURAM ,245994,Vijaya M,FEMALE,40,GENERAL,IND,Gramophone,141,0,141,0.07,0.06
18,74, VILUPPURAM ,245994,Vijaya D,FEMALE,52,SC,IND,Capsicum,99,1,100,0.05,0.04
19,74, VILUPPURAM ,245994,Raman K,MALE,38,GENERAL,IND,Balloon,94,0,94,0.04,0.04
20,74, VILUPPURAM ,245994,Vijaya M,FEMALE,51,GENERAL,IND,Nail cutter,92,1,93,0.04,0.04
21,74, VILUPPURAM ,245994,Praveen Kumar R,MALE,26,GENERAL,IND,Gas Stove,84,0,84,0.04,0.03
23,74, VILUPPURAM ,245994,Akbar Ali P,MALE,57,GENERAL,IND,Electric pole,63,0,63,0.03,0.03
24,74, VILUPPURAM ,245994,Mohan C,MALE,52,SC,IND,Cauliflower,62,0,62,0.03,0.03
25,74, VILUPPURAM ,245994,Vijaya K,FEMALE,63,GENERAL,IND,Mike,46,0,46,0.02,0.02
1,75, VIKRAVANDI ,229182,Sivakumar C,MALE,52,GENERAL,PMK,Mango,69028,699,69727,33.33,30.42
2,75, VIKRAVANDI ,229182,Vijai Vadivel A,MALE,42,GENERAL,TVK,Whistle,68088,729,68817,32.89,30.03
4,75, VIKRAVANDI ,229182,Subha Chandrasekaran A,FEMALE,36,SC,NTK,Carrying,4895,84,4979,2.38,2.17
5,75, VIKRAVANDI ,229182,Settu C,MALE,43,GENERAL,tavk,Camera,585,7,592,0.28,0.26
6,75, VIKRAVANDI ,229182,Sivakumar S,MALE,48,GENERAL,IND,Kettle,454,1,455,0.22,0.2
7,75, VIKRAVANDI ,229182,Inbarasan G,MALE,35,SC,BSP,Elephant,442,0,442,0.21,0.19
8,75, VIKRAVANDI ,229182,Sanmugam B,MALE,27,GENERAL,IND,Diamond,432,0,432,0.21,0.19
10,75, VIKRAVANDI ,229182,Ramachandran P,MALE,58,GENERAL,ACDP,Capsicum,342,0,342,0.16,0.15
11,75, VIKRAVANDI ,229182,Tamilselvan D,MALE,31,GENERAL,IND,Grapes,287,1,288,0.14,0.13
13,75, VIKRAVANDI ,229182,Gokul Raj B,MALE,27,GENERAL,IND,Balloon,204,1,205,0.1,0.09
14,75, VIKRAVANDI ,229182,Stalin D,MALE,47,GENERAL,AJPK,Gas cylinder,190,4,194,0.09,0.08
15,75, VIKRAVANDI ,229182,Shanmugam R,MALE,47,GENERAL,IND,Cauliflower,157,1,158,0.08,0.07
16,75, VIKRAVANDI ,229182,Selvakumar S,MALE,30,SC,IND,Bucket,152,2,154,0.07,0.07
17,75, VIKRAVANDI ,229182,Backiyalakshmi C,FEMALE,26,SC,TK,Matchbox,141,0,141,0.07,0.06
19,75, VIKRAVANDI ,229182,Yeasuraja M,MALE,41,GENERAL,IND,Baby walker,115,0,115,0.05,0.05
20,75, VIKRAVANDI ,229182,Sakthivel A,MALE,40,GENERAL,IND,Ship,104,0,104,0.05,0.05
22,75, VIKRAVANDI ,229182,Murugan C,MALE,42,GENERAL,IND,Road roller,75,1,76,0.04,0.03
24,75, VIKRAVANDI ,229182,Ramachandran A,MALE,34,GENERAL,IND,Chappals,67,1,68,0.03,0.03
25,75, VIKRAVANDI ,229182,Prabhakaran D,MALE,36,GENERAL,IND,Electric pole,55,0,55,0.03,0.02
1,76, TIRUKKOYILUR ,243404,Palanisamy S,MALE,64,GENERAL,ADMK,Two leaves,72347,686,73033,33.61,30
2,76, TIRUKKOYILUR ,243404,Vijay R Baranibalaaji,MALE,50,GENERAL,TVK,Whistle,72247,501,72748,33.48,29.89
3,76, TIRUKKOYILUR ,243404,Dr Pon Gauthamsigamani,MALE,51,GENERAL,DMK,Rising sun,61525,927,62452,28.74,25.66
4,76, TIRUKKOYILUR ,243404,Hemarajan K,MALE,39,GENERAL,NTK,Carrying,5703,88,5791,2.66,2.38
5,76, TIRUKKOYILUR ,243404,Ramakrishnan M,MALE,54,GENERAL,IND,Tiller,588,1,589,0.27,0.24
